id,talk_time,talk_charge,sms,sms_charge,total_charge,plan
2008,77,4621,214,64.2,4715.2,PlanC
2009,82,4925,736,220.8,5194.8,PlanC
2011,62,3724,177,53.1,3813.1,PlanC
2012,73,4385,54,16.2,4417.2,PlanC
2013,3,184,118,35.4,243.4,PlanC
2014,34,2042,654,196.2,2270.2,PlanC
2015,99,5945,300,90,6050,PlanC
2016,10,604,719,215.7,854.7,PlanC
2017,43,2584,476,142.8,2734.8,PlanC
2018,96,5763,279,83.7,5887.7,PlanC
2019,94,5643,75,22.5,5684.5,PlanC
2020,37,2225,781,234.3,2494.3,PlanC
2021,35,2101,741,222.3,2344.3,PlanC
2022,60,3605,203,60.9,3697.9,PlanC
2023,18,1083,880,264,1360,PlanC
2025,71,4263,178,53.4,4339.4,PlanC
2026,50,3004,251,75.3,3099.3,PlanC
2027,42,2524,477,143.1,2677.1,PlanC
2028,35,2101,672,201.6,2332.6,PlanC
2029,33,1985,592,177.6,2167.6,PlanC
2030,19,1144,954,286.2,1474.2,PlanC
2031,70,4204,42,12.6,4220.6,PlanC
2032,72,4323,571,171.3,4504.3,PlanC
2033,6,362,264,79.2,467.2,PlanC
2034,52,3122,66,19.8,3178.8,PlanC
2035,47,2822,9,2.7,2837.7,PlanC
2036,5,305,739,221.7,543.7,PlanC
2037,97,5822,338,101.4,5934.4,PlanC
2038,81,4865,716,214.8,5097.8,PlanC
2039,8,485,877,263.1,761.1,PlanC
2040,79,4741,272,81.6,4853.6,PlanC
2041,41,2461,127,38.1,2534.1,PlanC
2042,58,3485,223,66.9,3572.9,PlanC
2043,7,421,604,181.2,635.2,PlanC
2044,83,4981,288,86.4,5075.4,PlanC
2045,49,2944,278,83.4,3074.4,PlanC
2046,82,4921,662,198.6,5128.6,PlanC
2047,54,3244,667,200.1,3483.1,PlanC
2048,60,3605,543,162.9,3787.9,PlanC
2049,40,2402,722,216.6,2633.6,PlanC
2050,81,4864,878,263.4,5130.4,PlanC
2051,13,784,513,153.9,968.9,PlanC
2052,78,4685,736,220.8,4917.8,PlanC
2053,61,3662,784,235.2,3914.2,PlanC
2054,86,5161,526,157.8,5366.8,PlanC
2055,85,5104,714,214.2,5330.2,PlanC
2056,100,6002,158,47.4,6070.4,PlanC
2057,34,2044,111,33.3,2098.3,PlanC
2058,47,2821,344,103.2,2972.2,PlanC
2059,68,4083,391,117.3,4224.3,PlanC
2060,15,905,718,215.4,1168.4,PlanC
2061,28,1681,550,165,1852,PlanC
2062,66,3964,9,2.7,3986.7,PlanC
2063,96,5763,892,267.6,6080.6,PlanC
2064,100,6002,633,189.9,6226.9,PlanC
2065,86,5165,293,87.9,5272.9,PlanC
2066,12,721,137,41.1,795.1,PlanC
2067,97,5822,559,167.7,5998.7,PlanC
2068,67,4022,469,140.7,4186.7,PlanC
2069,91,5464,51,15.3,5508.3,PlanC
2070,86,5163,305,91.5,5294.5,PlanC
2071,42,2522,538,161.4,2723.4,PlanC
2072,84,5044,61,18.3,5092.3,PlanC
2073,16,963,35,10.5,1003.5,PlanC
2074,55,3305,686,205.8,3513.8,PlanC
2075,92,5523,21,6.3,5572.3,PlanC
2076,10,604,155,46.5,659.5,PlanC
2077,80,4801,256,76.8,4898.8,PlanC
2078,93,5584,620,186,5777,PlanC
2079,32,1923,394,118.2,2073.2,PlanC
2080,94,5643,800,240,5924,PlanC
2081,11,664,159,47.7,728.7,PlanC
2082,43,2584,656,196.8,2796.8,PlanC
2083,30,1803,684,205.2,2042.2,PlanC
2084,98,5884,630,189,6111,PlanC
2085,29,1741,125,37.5,1814.5,PlanC
2086,26,1562,71,21.3,1625.3,PlanC
2087,71,4263,487,146.1,4437.1,PlanC
2088,69,4143,674,202.2,4384.2,PlanC
2089,24,1442,526,157.8,1608.8,PlanC
2090,69,4145,788,236.4,4399.4,PlanC
2091,87,5222,281,84.3,5341.3,PlanC
2092,8,481,486,145.8,656.8,PlanC
2093,31,1863,859,257.7,2126.7,PlanC
2094,16,965,66,19.8,987.8,PlanC
2095,1,61,938,281.4,383.4,PlanC
2096,86,5163,299,89.7,5297.7,PlanC
2097,39,2345,34,10.2,2400.2,PlanC
2098,75,4503,748,224.4,4734.4,PlanC
2099,90,5403,920,276,5696,PlanC
2100,31,1861,603,180.9,2062.9,PlanC
2101,19,1143,963,288.9,1464.9,PlanC
2102,99,5942,626,187.8,6168.8,PlanC
2103,18,1083,25,7.5,1106.5,PlanC
2104,86,5162,284,85.2,5249.2,PlanC
2105,75,4505,865,259.5,4788.5,PlanC
2106,35,2104,976,292.8,2416.8,PlanC
2107,65,3902,441,132.3,4041.3,PlanC
2108,53,3181,617,185.1,3378.1,PlanC
2109,88,5281,126,37.8,5342.8,PlanC
2110,88,5285,621,186.3,5495.3,PlanC
2111,9,542,594,178.2,748.2,PlanC
2112,71,4262,862,258.6,4531.6,PlanC
2113,100,6002,267,80.1,6111.1,PlanC
2114,76,4565,920,276,4853,PlanC
2115,64,3843,398,119.4,4010.4,PlanC
2116,66,3964,386,115.8,4088.8,PlanC
2117,99,5943,494,148.2,6101.2,PlanC
2118,43,2584,102,30.6,2627.6,PlanC
2119,99,5945,831,249.3,6206.3,PlanC
2120,83,4982,119,35.7,5056.7,PlanC
2121,83,4981,350,105,5125,PlanC
2122,88,5285,96,28.8,5360.8,PlanC
2123,99,5941,226,67.8,6028.8,PlanC
2124,56,3365,515,154.5,3530.5,PlanC
2125,27,1623,817,245.1,1877.1,PlanC
2126,68,4083,828,248.4,4379.4,PlanC
2127,75,4505,955,286.5,4840.5,PlanC
2128,35,2102,855,256.5,2401.5,PlanC
2129,90,5401,587,176.1,5617.1,PlanC
2130,18,1083,343,102.9,1216.9,PlanC
2131,13,785,528,158.4,988.4,PlanC
2132,64,3841,836,250.8,4117.8,PlanC
2133,64,3842,646,193.8,4036.8,PlanC
2134,11,665,402,120.6,791.6,PlanC
2135,78,4681,788,236.4,4947.4,PlanC
2136,22,1321,600,180,1511,PlanC
2137,61,3661,724,217.2,3883.2,PlanC
2138,62,3721,548,164.4,3914.4,PlanC
2139,89,5345,294,88.2,5434.2,PlanC
2140,70,4202,48,14.4,4263.4,PlanC
2141,13,781,380,114,945,PlanC
2142,6,361,177,53.1,448.1,PlanC
2143,15,903,312,93.6,1000.6,PlanC
2144,81,4861,447,134.1,5035.1,PlanC
2145,11,663,867,260.1,953.1,PlanC
2146,91,5464,741,222.3,5689.3,PlanC
2147,76,4565,408,122.4,4731.4,PlanC
2148,84,5041,287,86.1,5132.1,PlanC
2149,5,303,609,182.7,530.7,PlanC
2150,24,1443,289,86.7,1578.7,PlanC
2151,80,4804,622,186.6,5014.6,PlanC
2152,39,2341,427,128.1,2508.1,PlanC
2153,33,1982,880,264,2272,PlanC
2154,90,5401,963,288.9,5733.9,PlanC
2155,92,5522,346,103.8,5628.8,PlanC
2156,74,4445,235,70.5,4549.5,PlanC
2157,74,4444,552,165.6,4657.6,PlanC
2158,72,4325,426,127.8,4453.8,PlanC
2159,45,2701,674,202.2,2952.2,PlanC
2160,18,1083,909,272.7,1401.7,PlanC
2161,66,3962,76,22.8,3991.8,PlanC
2162,41,2464,578,173.4,2686.4,PlanC
2163,21,1265,241,72.3,1382.3,PlanC
2164,44,2641,755,226.5,2887.5,PlanC
2165,35,2103,935,280.5,2396.5,PlanC
2166,56,3364,303,90.9,3455.9,PlanC
2167,67,4024,242,72.6,4100.6,PlanC
2168,89,5344,99,29.7,5423.7,PlanC
2169,88,5284,128,38.4,5339.4,PlanC
2170,45,2705,145,43.5,2778.5,PlanC
2171,65,3902,892,267.6,4200.6,PlanC
2172,20,1204,478,143.4,1371.4,PlanC
2173,11,661,572,171.6,851.6,PlanC
2174,87,5224,366,109.8,5377.8,PlanC
2175,93,5584,843,252.9,5845.9,PlanC
2176,51,3063,454,136.2,3219.2,PlanC
2177,43,2582,608,182.4,2787.4,PlanC
2178,24,1443,625,187.5,1642.5,PlanC
2179,91,5463,788,236.4,5743.4,PlanC
2180,96,5764,875,262.5,6076.5,PlanC
2181,13,782,422,126.6,918.6,PlanC
2182,28,1685,830,249,1943,PlanC
2183,67,4021,157,47.1,4074.1,PlanC
2184,63,3783,459,137.7,3948.7,PlanC
2185,45,2701,326,97.8,2801.8,PlanC
2186,60,3601,643,192.9,3801.9,PlanC
2187,41,2462,111,33.3,2513.3,PlanC
2188,33,1983,937,281.1,2291.1,PlanC
2189,52,3122,421,126.3,3290.3,PlanC
2190,2,124,776,232.8,358.8,PlanC
2191,62,3721,604,181.2,3935.2,PlanC
2192,82,4923,371,111.3,5072.3,PlanC
2193,50,3005,190,57,3095,PlanC
2194,86,5162,832,249.6,5451.6,PlanC
2195,70,4202,911,273.3,4486.3,PlanC
2196,41,2462,957,287.1,2792.1,PlanC
2197,52,3125,28,8.4,3148.4,PlanC
2198,49,2941,919,275.7,3256.7,PlanC
2199,24,1445,657,197.1,1659.1,PlanC
2200,35,2102,204,61.2,2192.2,PlanC
2201,18,1083,316,94.8,1190.8,PlanC
2202,62,3723,453,135.9,3904.9,PlanC
2203,77,4621,893,267.9,4937.9,PlanC
2204,66,3962,6,1.8,3988.8,PlanC
2205,69,4143,486,145.8,4335.8,PlanC
2206,95,5701,549,164.7,5875.7,PlanC
2207,22,1325,81,24.3,1365.3,PlanC
2208,73,4385,862,258.6,4658.6,PlanC
2209,76,4565,63,18.9,4595.9,PlanC
2210,92,5521,519,155.7,5706.7,PlanC
2211,31,1861,395,118.5,1990.5,PlanC
2212,18,1082,550,165,1288,PlanC
2213,90,5404,125,37.5,5455.5,PlanC
2214,61,3665,418,125.4,3814.4,PlanC
2215,3,185,172,51.6,242.6,PlanC
2216,63,3783,741,222.3,4040.3,PlanC
2217,95,5702,774,232.2,5982.2,PlanC
2218,37,2222,348,104.4,2361.4,PlanC
2219,54,3243,440,132,3387,PlanC
2220,74,4445,50,15,4486,PlanC
2221,2,123,278,83.4,230.4,PlanC
2222,16,964,147,44.1,1019.1,PlanC
2223,7,421,919,275.7,728.7,PlanC
2224,48,2883,553,165.9,3068.9,PlanC
2225,80,4803,613,183.9,5009.9,PlanC
2226,13,783,234,70.2,895.2,PlanC
2227,45,2705,19,5.7,2727.7,PlanC
2228,15,902,281,84.3,1001.3,PlanC
2229,3,185,140,42,267,PlanC
2230,90,5402,98,29.4,5443.4,PlanC
2231,68,4084,525,157.5,4267.5,PlanC
2232,64,3844,60,18,3887,PlanC
2233,31,1864,642,192.6,2072.6,PlanC
2234,36,2165,510,153,2320,PlanC
2235,11,661,565,169.5,841.5,PlanC
2236,59,3542,355,106.5,3695.5,PlanC
2237,15,903,618,185.4,1122.4,PlanC
2238,96,5764,937,281.1,6061.1,PlanC
2239,60,3604,608,182.4,3801.4,PlanC
2240,63,3784,684,205.2,3997.2,PlanC
2241,1,61,759,227.7,306.7,PlanC
2242,27,1624,988,296.4,1959.4,PlanC
2243,11,664,182,54.6,719.6,PlanC
2244,12,725,38,11.4,741.4,PlanC
2245,32,1923,583,174.9,2140.9,PlanC
2246,48,2881,927,278.1,3179.1,PlanC
2247,36,2161,260,78,2287,PlanC
2248,25,1503,616,184.8,1708.8,PlanC
2249,28,1681,772,231.6,1958.6,PlanC
2250,32,1922,267,80.1,2009.1,PlanC
2251,32,1924,155,46.5,1975.5,PlanC
2252,25,1503,794,238.2,1746.2,PlanC
2253,93,5581,900,270,5883,PlanC
2254,21,1262,786,235.8,1539.8,PlanC
2255,48,2881,653,195.9,3082.9,PlanC
2256,46,2764,726,217.8,2991.8,PlanC
2257,18,1083,962,288.6,1406.6,PlanC
2258,29,1742,114,34.2,1817.2,PlanC
2259,47,2822,517,155.1,2982.1,PlanC
2260,13,782,721,216.3,1040.3,PlanC
2261,22,1323,844,253.2,1584.2,PlanC
2262,33,1985,626,187.8,2200.8,PlanC
2263,82,4923,833,249.9,5181.9,PlanC
2264,88,5283,625,187.5,5514.5,PlanC
2265,6,365,515,154.5,561.5,PlanC
2266,47,2821,335,100.5,2958.5,PlanC
2267,9,541,122,36.6,590.6,PlanC
2268,71,4264,230,69,4375,PlanC
2269,11,664,588,176.4,882.4,PlanC
2270,38,2285,799,239.7,2561.7,PlanC
2271,41,2461,304,91.2,2581.2,PlanC
2272,3,185,596,178.8,381.8,PlanC
2273,27,1621,669,200.7,1868.7,PlanC
2274,29,1741,480,144,1920,PlanC
2275,29,1744,100,30,1789,PlanC
2276,44,2641,948,284.4,2936.4,PlanC
2277,60,3605,959,287.7,3916.7,PlanC
2278,48,2885,583,174.9,3106.9,PlanC
2279,86,5163,202,60.6,5248.6,PlanC
2280,72,4325,850,255,4598,PlanC
2281,28,1682,857,257.1,1953.1,PlanC
2282,64,3842,509,152.7,3998.7,PlanC
2283,77,4621,752,225.6,4856.6,PlanC
2284,73,4381,291,87.3,4478.3,PlanC
2285,47,2821,424,127.2,2978.2,PlanC
2286,31,1862,111,33.3,1908.3,PlanC
2287,81,4864,913,273.9,5151.9,PlanC
2288,5,301,304,91.2,421.2,PlanC
2289,98,5884,779,233.7,6136.7,PlanC
2290,24,1445,323,96.9,1542.9,PlanC
2291,7,422,854,256.2,720.2,PlanC
2292,59,3542,529,158.7,3701.7,PlanC
2293,40,2403,807,242.1,2695.1,PlanC
2294,74,4441,5,1.5,4470.5,PlanC
2295,91,5461,146,43.8,5551.8,PlanC
2296,66,3961,151,45.3,4030.3,PlanC
2297,79,4744,46,13.8,4778.8,PlanC
2298,39,2344,20,6,2376,PlanC
2299,98,5883,608,182.4,6107.4,PlanC
2300,84,5041,404,121.2,5185.2,PlanC
2301,33,1984,258,77.4,2063.4,PlanC
2302,37,2224,807,242.1,2479.1,PlanC
2303,3,185,606,181.8,369.8,PlanC
2304,35,2102,596,178.8,2301.8,PlanC
2305,6,365,402,120.6,530.6,PlanC
2306,16,963,930,279,1264,PlanC
2307,63,3785,41,12.3,3831.3,PlanC
2308,91,5462,87,26.1,5534.1,PlanC
2309,79,4743,793,237.9,5002.9,PlanC
2310,66,3963,975,292.5,4304.5,PlanC
2311,10,601,495,148.5,792.5,PlanC
2312,37,2223,971,291.3,2555.3,PlanC
2313,55,3304,199,59.7,3404.7,PlanC
2314,69,4142,373,111.9,4279.9,PlanC
2315,27,1622,876,262.8,1906.8,PlanC
2316,55,3304,706,211.8,3518.8,PlanC
2317,87,5221,715,214.5,5437.5,PlanC
2318,47,2822,956,286.8,3154.8,PlanC
2319,18,1085,501,150.3,1256.3,PlanC
2320,87,5223,800,240,5504,PlanC
2321,31,1861,104,31.2,1927.2,PlanC
2322,74,4445,978,293.4,4774.4,PlanC
2323,29,1743,137,41.1,1818.1,PlanC
2324,55,3302,614,184.2,3517.2,PlanC
2325,19,1142,152,45.6,1230.6,PlanC
2326,64,3844,508,152.4,4005.4,PlanC
2327,3,182,161,48.3,254.3,PlanC
2328,80,4805,31,9.3,4819.3,PlanC
2329,54,3243,239,71.7,3332.7,PlanC
2330,42,2522,480,144,2675,PlanC
2331,63,3785,137,41.1,3849.1,PlanC
2332,94,5643,928,278.4,5938.4,PlanC
2333,66,3965,317,95.1,4096.1,PlanC
2334,76,4563,890,267,4847,PlanC
2335,22,1323,825,247.5,1600.5,PlanC
2336,75,4501,903,270.9,4789.9,PlanC
2337,88,5281,285,85.5,5384.5,PlanC
2338,91,5462,845,253.5,5761.5,PlanC
2339,79,4743,468,140.4,4914.4,PlanC
2340,60,3603,200,60,3677,PlanC
2341,27,1623,863,258.9,1887.9,PlanC
2342,49,2944,551,165.3,3134.3,PlanC
2343,82,4921,257,77.1,5011.1,PlanC
2344,34,2043,690,207,2275,PlanC
2345,13,784,700,210,1020,PlanC
2346,34,2043,940,282,2336,PlanC
2347,42,2521,47,14.1,2539.1,PlanC
2348,79,4742,794,238.2,5014.2,PlanC
2349,96,5762,776,232.8,6010.8,PlanC
2350,92,5521,834,250.2,5803.2,PlanC
2351,89,5341,723,216.9,5578.9,PlanC
2352,14,841,908,272.4,1140.4,PlanC
2353,90,5404,137,41.1,5484.1,PlanC
2354,54,3241,804,241.2,3483.2,PlanC
2355,37,2224,609,182.7,2429.7,PlanC
2356,91,5462,698,209.4,5689.4,PlanC
2357,25,1504,188,56.4,1607.4,PlanC
2358,56,3362,611,183.3,3575.3,PlanC
2359,3,183,130,39,262,PlanC
2360,63,3783,630,189,3988,PlanC
2361,77,4623,523,156.9,4801.9,PlanC
2362,75,4505,519,155.7,4693.7,PlanC
2363,41,2463,27,8.1,2500.1,PlanC
2364,13,785,268,80.4,910.4,PlanC
2365,57,3425,19,5.7,3479.7,PlanC
2366,47,2823,845,253.5,3120.5,PlanC
2367,62,3723,862,258.6,4005.6,PlanC
2368,5,302,828,248.4,551.4,PlanC
2369,39,2345,967,290.1,2667.1,PlanC
2370,24,1442,891,267.3,1718.3,PlanC
2371,38,2282,774,232.2,2538.2,PlanC
2372,58,3481,149,44.7,3574.7,PlanC
2373,45,2701,399,119.7,2865.7,PlanC
2374,55,3305,744,223.2,3553.2,PlanC
2375,94,5643,212,63.6,5748.6,PlanC
2376,50,3003,346,103.8,3115.8,PlanC
2377,78,4681,624,187.2,4914.2,PlanC
2378,44,2642,826,247.8,2923.8,PlanC
2379,23,1385,890,267,1668,PlanC
2380,13,783,238,71.4,876.4,PlanC
2381,11,664,455,136.5,822.5,PlanC
2382,70,4204,626,187.8,4429.8,PlanC
2383,20,1204,700,210,1428,PlanC
2384,44,2641,101,30.3,2715.3,PlanC
2385,72,4325,290,87,4426,PlanC
2386,98,5881,354,106.2,6024.2,PlanC
2387,89,5341,990,297,5655,PlanC
2388,20,1203,381,114.3,1320.3,PlanC
2389,52,3123,584,175.2,3319.2,PlanC
2390,91,5463,942,282.6,5760.6,PlanC
2391,24,1444,166,49.8,1512.8,PlanC
2392,74,4445,703,210.9,4701.9,PlanC
2393,96,5764,77,23.1,5820.1,PlanC
2394,19,1145,115,34.5,1218.5,PlanC
2395,92,5522,386,115.8,5680.8,PlanC
2396,15,905,747,224.1,1177.1,PlanC
2397,58,3484,563,168.9,3667.9,PlanC
2398,84,5041,59,17.7,5060.7,PlanC
2399,19,1142,709,212.7,1393.7,PlanC
2400,54,3243,583,174.9,3456.9,PlanC
2401,1,63,241,72.3,145.3,PlanC
2402,6,365,123,36.9,403.9,PlanC
2403,59,3543,375,112.5,3693.5,PlanC
2404,15,904,788,236.4,1177.4,PlanC
2405,33,1985,728,218.4,2215.4,PlanC
2406,99,5941,577,173.1,6129.1,PlanC
2407,57,3425,579,173.7,3626.7,PlanC
2408,45,2704,426,127.8,2860.8,PlanC
2409,50,3004,783,234.9,3254.9,PlanC
2410,43,2582,237,71.1,2693.1,PlanC
2411,61,3662,935,280.5,3952.5,PlanC
2412,48,2881,24,7.2,2889.2,PlanC
2413,63,3784,61,18.3,3845.3,PlanC
2414,22,1324,963,288.9,1654.9,PlanC
2415,45,2704,125,37.5,2773.5,PlanC
2416,7,421,893,267.9,721.9,PlanC
2417,42,2524,749,224.7,2781.7,PlanC
2418,96,5762,762,228.6,6033.6,PlanC
2419,55,3303,693,207.9,3533.9,PlanC
2420,96,5765,908,272.4,6063.4,PlanC
2421,85,5101,946,283.8,5406.8,PlanC
2422,60,3602,899,269.7,3908.7,PlanC
2423,26,1563,384,115.2,1716.2,PlanC
2424,17,1024,425,127.5,1197.5,PlanC
2425,56,3361,267,80.1,3487.1,PlanC
2426,7,421,873,261.9,694.9,PlanC
2427,72,4323,792,237.6,4576.6,PlanC
2428,12,721,721,216.3,983.3,PlanC
2429,54,3242,751,225.3,3508.3,PlanC
2430,21,1264,664,199.2,1485.2,PlanC
2431,91,5461,460,138,5647,PlanC
2432,15,903,94,28.2,975.2,PlanC
2433,49,2941,788,236.4,3186.4,PlanC
2434,29,1742,98,29.4,1776.4,PlanC
2435,61,3665,709,212.7,3917.7,PlanC
2436,82,4925,56,16.8,4979.8,PlanC
2437,8,482,902,270.6,790.6,PlanC
2438,25,1501,463,138.9,1640.9,PlanC
2439,80,4803,1000,300,5107,PlanC
2440,77,4623,711,213.3,4884.3,PlanC
2441,8,485,675,202.5,698.5,PlanC
2442,41,2462,164,49.2,2512.2,PlanC
2443,67,4021,640,192,4220,PlanC
2444,77,4624,161,48.3,4697.3,PlanC
2445,20,1205,746,223.8,1453.8,PlanC
2446,4,245,627,188.1,461.1,PlanC
2447,62,3724,277,83.1,3844.1,PlanC
2448,15,901,635,190.5,1133.5,PlanC
2449,63,3781,967,290.1,4082.1,PlanC
2450,97,5825,40,12,5877,PlanC
2451,1,61,840,252,348,PlanC
2452,77,4622,90,27,4683,PlanC
2453,30,1802,468,140.4,1972.4,PlanC
2454,34,2042,766,229.8,2311.8,PlanC
2455,49,2942,151,45.3,3011.3,PlanC
2456,76,4565,738,221.4,4823.4,PlanC
2457,83,4983,927,278.1,5281.1,PlanC
2458,22,1322,905,271.5,1621.5,PlanC
2459,26,1562,941,282.3,1848.3,PlanC
2460,47,2822,717,215.1,3054.1,PlanC
2461,31,1861,510,153,2042,PlanC
2462,93,5581,915,274.5,5878.5,PlanC
2463,31,1861,618,185.4,2059.4,PlanC
2464,75,4504,197,59.1,4568.1,PlanC
2465,33,1981,964,289.2,2304.2,PlanC
2466,22,1324,274,82.2,1432.2,PlanC
2467,81,4865,932,279.6,5177.6,PlanC
2468,8,481,516,154.8,683.8,PlanC
2469,99,5942,787,236.1,6203.1,PlanC
2470,98,5882,923,276.9,6205.9,PlanC
2471,89,5345,410,123,5478,PlanC
2472,26,1565,808,242.4,1822.4,PlanC
2473,98,5883,905,271.5,6169.5,PlanC
2474,77,4621,763,228.9,4857.9,PlanC
2475,24,1441,656,196.8,1650.8,PlanC
2476,94,5645,303,90.9,5744.9,PlanC
2477,40,2405,720,216,2638,PlanC
2478,72,4322,797,239.1,4581.1,PlanC
2479,94,5645,201,60.3,5727.3,PlanC
2480,92,5525,777,233.1,5807.1,PlanC
2481,41,2463,597,179.1,2679.1,PlanC
2482,27,1622,296,88.8,1715.8,PlanC
2483,73,4382,327,98.1,4512.1,PlanC
2484,9,542,717,215.1,805.1,PlanC
2485,45,2704,930,279,3002,PlanC
2486,49,2941,311,93.3,3037.3,PlanC
2487,50,3001,738,221.4,3255.4,PlanC
2488,89,5342,104,31.2,5408.2,PlanC
2489,28,1685,441,132.3,1860.3,PlanC
2490,21,1261,423,126.9,1412.9,PlanC
2491,40,2403,889,266.7,2679.7,PlanC
2492,40,2404,471,141.3,2586.3,PlanC
2493,23,1385,587,176.1,1572.1,PlanC
2494,54,3245,28,8.4,3263.4,PlanC
2495,72,4321,310,93,4436,PlanC
2496,2,124,99,29.7,172.7,PlanC
2497,67,4021,369,110.7,4173.7,PlanC
2498,46,2762,219,65.7,2832.7,PlanC
2499,69,4145,621,186.3,4333.3,PlanC
2500,38,2281,558,167.4,2492.4,PlanC
2501,27,1623,919,275.7,1938.7,PlanC
2502,15,901,129,38.7,941.7,PlanC
2503,94,5642,933,279.9,5961.9,PlanC
2504,2,123,987,296.1,423.1,PlanC
2505,2,121,319,95.7,220.7,PlanC
2506,45,2703,211,63.3,2779.3,PlanC
2507,13,781,1000,300,1096,PlanC
2508,82,4925,229,68.7,5031.7,PlanC
2509,19,1145,873,261.9,1411.9,PlanC
2510,12,721,685,205.5,937.5,PlanC
2511,66,3964,838,251.4,4238.4,PlanC
2512,38,2283,443,132.9,2443.9,PlanC
2513,53,3181,615,184.5,3412.5,PlanC
2514,73,4383,667,200.1,4619.1,PlanC
2515,49,2945,442,132.6,3109.6,PlanC
2516,83,4982,434,130.2,5156.2,PlanC
2517,12,724,478,143.4,900.4,PlanC
2518,27,1623,299,89.7,1756.7,PlanC
2519,22,1323,164,49.2,1383.2,PlanC
2520,62,3725,401,120.3,3890.3,PlanC
2521,44,2645,602,180.6,2847.6,PlanC
2522,18,1082,187,56.1,1143.1,PlanC
2523,32,1924,541,162.3,2106.3,PlanC
2524,62,3724,278,83.4,3821.4,PlanC
2525,66,3965,636,190.8,4188.8,PlanC
2526,96,5764,990,297,6109,PlanC
2527,74,4444,371,111.3,4603.3,PlanC
2528,43,2581,132,39.6,2654.6,PlanC
2529,38,2284,849,254.7,2561.7,PlanC
2530,87,5223,30,9,5279,PlanC
2531,62,3721,192,57.6,3797.6,PlanC
2532,59,3541,872,261.6,3818.6,PlanC
2533,26,1564,813,243.9,1824.9,PlanC
2534,99,5943,789,236.7,6226.7,PlanC
2535,21,1262,225,67.5,1351.5,PlanC
2536,9,542,938,281.4,830.4,PlanC
2537,45,2705,847,254.1,2981.1,PlanC
2538,82,4925,475,142.5,5087.5,PlanC
2539,52,3123,534,160.2,3285.2,PlanC
2540,54,3245,822,246.6,3492.6,PlanC
2541,69,4143,68,20.4,4184.4,PlanC
2542,29,1743,218,65.4,1827.4,PlanC
2543,77,4622,241,72.3,4742.3,PlanC
2544,31,1864,735,220.5,2088.5,PlanC
2545,69,4145,406,121.8,4313.8,PlanC
2546,87,5223,274,82.2,5329.2,PlanC
2547,16,962,185,55.5,1018.5,PlanC
2548,76,4565,227,68.1,4676.1,PlanC
2549,61,3665,960,288,3971,PlanC
2550,52,3123,167,50.1,3176.1,PlanC
2551,71,4265,842,252.6,4567.6,PlanC
2552,69,4145,394,118.2,4288.2,PlanC
2553,54,3245,728,218.4,3477.4,PlanC
2554,76,4564,933,279.9,4861.9,PlanC
2555,13,782,145,43.5,832.5,PlanC
2556,78,4684,112,33.6,4744.6,PlanC
2557,25,1505,729,218.7,1764.7,PlanC
2558,89,5342,871,261.3,5620.3,PlanC
2559,79,4741,790,237,5019,PlanC
2560,70,4204,926,277.8,4511.8,PlanC
2561,12,721,825,247.5,981.5,PlanC
2562,21,1264,447,134.1,1420.1,PlanC
2563,14,845,35,10.5,880.5,PlanC
2564,20,1202,127,38.1,1283.1,PlanC
2565,50,3005,109,32.7,3087.7,PlanC
2566,36,2164,500,150,2361,PlanC
2567,75,4501,168,50.4,4575.4,PlanC
2568,52,3124,431,129.3,3263.3,PlanC
2569,9,545,97,29.1,600.1,PlanC
2570,3,184,531,159.3,366.3,PlanC
2571,98,5883,799,239.7,6168.7,PlanC
2572,8,481,97,29.1,555.1,PlanC
2573,71,4263,312,93.6,4375.6,PlanC
2574,51,3063,957,287.1,3356.1,PlanC
2575,100,6002,300,90,6109,PlanC
2576,73,4384,11,3.3,4408.3,PlanC
2577,87,5223,785,235.5,5493.5,PlanC
2578,37,2221,542,162.6,2397.6,PlanC
2579,63,3782,385,115.5,3926.5,PlanC
2580,69,4142,302,90.6,4240.6,PlanC
2581,28,1681,273,81.9,1795.9,PlanC
2582,95,5705,735,220.5,5930.5,PlanC
2583,13,784,267,80.1,885.1,PlanC
2584,3,185,570,171,364,PlanC
2585,49,2941,979,293.7,3257.7,PlanC
2586,48,2885,531,159.3,3077.3,PlanC
2587,24,1443,430,129,1593,PlanC
2588,78,4683,200,60,4761,PlanC
2589,71,4264,809,242.7,4550.7,PlanC
2590,55,3302,657,197.1,3520.1,PlanC
2591,51,3065,443,132.9,3244.9,PlanC
2592,62,3722,76,22.8,3753.8,PlanC
2593,80,4804,289,86.7,4907.7,PlanC
2594,79,4742,589,176.7,4954.7,PlanC
2595,5,301,742,222.6,567.6,PlanC
2596,52,3123,744,223.2,3360.2,PlanC
2597,76,4563,792,237.6,4815.6,PlanC
2598,50,3001,140,42,3053,PlanC
2599,17,1021,701,210.3,1274.3,PlanC
2600,59,3541,565,169.5,3739.5,PlanC
2601,1,65,690,207,280,PlanC
2602,65,3902,417,125.1,4076.1,PlanC
2603,92,5521,210,63,5591,PlanC
2604,75,4504,218,65.4,4605.4,PlanC
2605,86,5164,395,118.5,5316.5,PlanC
2606,54,3244,381,114.3,3359.3,PlanC
2607,37,2223,989,296.7,2525.7,PlanC
2608,34,2041,171,51.3,2132.3,PlanC
